Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
"Egypt, Arab Rep.",EGY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.1103054,42.46554979,42.45211412,42.21332937,41.95770095,41.78236719,41.81975888,41.89455122,41.9680518,41.95252258,41.80525209,41.83890364,41.73179599,41.52739847,41.30222154,41.10054641,41.00797687,40.95171662,40.91113724,40.85640399,40.77970239,40.79160564,40.76720685,40.72712404,40.70066232,40.69806344,40.75559607,40.81735162,40.86509761,40.85616218,40.75741334,40.7008769,40.49487671,40.17740587,39.81018566,39.4277274,38.9090836,38.4475963,37.99198006,37.46953944,36.85754272,36.31515132,35.6711683,34.99030574,34.36626478,33.84466245,33.40280663,33.05794093,32.80336542,32.63369806,32.55616836,32.55744177,32.70699188,32.93923263,33.15877807,33.31347848,33.64545559,33.77553803,33.79872071,33.83483016,
Euro area,EMU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.15737741,25.24451799,25.27045425,25.25355757,25.2307326,25.21353069,25.24481784,25.2453038,25.21941686,25.16520584,25.08478403,24.93577764,24.76055304,24.55215966,24.29934352,23.99915433,23.64897786,23.26107434,22.83617372,22.3839254,21.91752359,21.48348583,21.0489056,20.62293913,20.21544701,19.83089715,19.50784913,19.19283939,18.8927497,18.61212843,18.35440567,18.13298429,17.93009384,17.74200144,17.55988197,17.37485042,17.17301904,16.97908724,16.78860233,16.602585,16.42584634,16.26421808,16.10569882,15.95672953,15.82371385,15.70609534,15.64126829,15.58595984,15.53638996,15.48395755,15.42091888,15.42380938,15.38608825,15.32615541,15.26259159,15.20441829,15.14715988,15.10466427,15.06825685,15.02108692,
Eritrea,ERI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.44207465,43.57232166,43.49779252,43.32628617,43.19153179,43.14629386,43.36091613,43.59490441,43.81745243,43.96801876,44.02366232,44.23111754,44.31227104,44.30771738,44.26656594,44.21388047,44.29244658,44.3318757,44.33802204,44.31621335,44.2755807,44.36497267,44.41440465,44.43085057,44.42664433,44.41047797,44.67704769,44.91586531,45.10453627,45.19803993,45.1619173,45.96506818,46.74224263,47.48497516,48.17871197,48.7837432,48.34024141,47.75546778,47.06621369,46.3572755,45.71024631,43.98291674,42.42157983,41.01472795,39.74085623,38.61569436,38.66901057,38.77323683,38.9417258,39.18648555,39.48332011,40.18077942,,,,,,,,,
Spain,ESP,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.363889,27.50271627,27.54851358,27.55705821,27.59841559,27.69370113,27.76215633,27.86991131,27.98867911,28.07580106,28.11192174,28.02028898,27.92502785,27.80497066,27.64560001,27.44247511,27.26512561,27.01607698,26.70627495,26.34899848,25.94722039,25.54229736,25.06654267,24.53840682,23.98151457,23.40659633,22.70891994,22.0560286,21.40961331,20.7248012,19.99448505,19.32714661,18.62500732,17.92046917,17.26260738,16.6755451,16.18974075,15.73731208,15.33504421,14.9976282,14.73679425,14.51214219,14.37046431,14.29724207,14.26315413,14.24663549,14.39200654,14.53993033,14.67249719,14.76346218,14.79343458,14.94496248,14.97516736,14.93824226,14.90560558,14.90632506,14.76539076,14.70333798,14.66700111,14.57687197,
Estonia,EST,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.09990229,23.16296072,23.1453341,23.04205718,22.88752796,22.71240766,22.58466943,22.42835864,22.26592738,22.12459293,22.0160682,21.9036967,21.84107983,21.80066659,21.73365275,21.62135744,21.66547235,21.63426577,21.57744798,21.56541263,21.62402107,21.62268166,21.71398098,21.85568081,21.98099392,22.06240147,22.15944158,22.23694907,22.28892324,22.28713487,22.18328621,22.06716233,21.80235177,21.42237449,21.00641483,20.61647258,19.89975567,19.28170576,18.73247679,18.17787431,17.58293832,17.03843418,16.4936517,15.96274771,15.50252463,15.15673685,15.00678468,14.9240941,14.92754499,15.00574418,15.13316182,15.34184072,15.5286704,15.70881429,15.90523879,16.13046205,16.13067884,16.22189042,16.35707375,16.46326928,
Ethiopia,ETH,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.45965953,43.55130262,43.5638583,43.53033793,43.48013458,43.42491968,43.63646426,43.76610437,43.84569107,43.91052971,43.98149264,44.23087594,44.46289488,44.66862126,44.81412779,44.87039491,44.90044403,44.91064513,44.92708431,44.98808985,45.12007838,45.47510252,45.74444264,45.93862507,46.06238305,46.12723104,46.25576182,46.31168737,46.32691413,46.32207274,46.30060455,46.46512277,46.57328539,46.62928244,46.63354947,46.58143468,46.64780797,46.65980081,46.62873343,46.56066852,46.46277096,46.5502987,46.57881528,46.57371901,46.54887179,46.49071649,46.30580796,46.06418263,45.75346553,45.37105905,44.9318133,44.40624643,43.86028835,43.30069766,42.73593772,42.17504323,41.72078246,41.25079826,40.78298191,40.33644118,
European Union,EUU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.05824987,26.07825284,26.00982646,25.87826582,25.7330366,25.59540768,25.47485706,25.36048904,25.24117196,25.09502627,24.91780451,24.7425513,24.52294701,24.2736407,24.01580014,23.76073257,23.48925639,23.22678098,22.95967894,22.66677796,22.34218411,22.04983824,21.7301782,21.3971638,21.0744075,20.77253261,20.48406654,20.21631398,19.9603679,19.69913892,19.42743945,19.19243556,18.9389977,18.67832977,18.4216434,18.17063469,17.89656206,17.63862113,17.38918495,17.1398159,16.888874,16.64395368,16.4047265,16.17786124,15.97336968,15.7960234,15.68567312,15.59946113,15.53151727,15.46902928,15.40178313,15.40267882,15.36147755,15.30119689,15.2484824,15.21482915,15.16142017,15.14640173,15.1479412,15.13123723,
Fragile and conflict affected situations,FCS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.26028323,42.51887343,42.75491782,42.95762891,43.10233081,43.18200734,43.42634957,43.57790097,43.66249993,43.71074238,43.73824574,43.92615909,44.0562016,44.14244081,44.19726385,44.22983544,44.36965183,44.46451691,44.52043622,44.53528715,44.50464024,44.63699369,44.70809157,44.72725983,44.70572887,44.65040664,44.70257797,44.69396534,44.63661345,44.54449245,44.45100003,44.34313667,44.19943208,44.02614761,43.82366973,43.5895734,43.49333399,43.36105129,43.19982358,43.02471199,42.84895482,42.78039468,42.68957734,42.58558475,42.47471234,42.35957287,42.35144469,42.32384864,42.27956482,42.21915586,42.14093917,42.06833434,41.9704451,41.84741265,41.69732264,41.51966036,41.39550068,41.23475644,41.04034602,40.81958182,
Finland,FIN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.40666668,30.05443652,29.43878357,28.64779689,27.85792131,27.16115535,26.59474822,26.07037878,25.58336656,25.10305838,24.61554439,24.05957169,23.50248497,22.96004924,22.45557835,22.00155168,21.52705802,21.17601432,20.8913063,20.60502856,20.2965263,20.16020165,19.93077703,19.67793034,19.49194428,19.40147255,19.28572486,19.25766617,19.28238711,19.30604376,19.30660807,19.2503275,19.22428976,19.19797925,19.13471531,19.01447645,18.95804908,18.77885672,18.53284567,18.30513033,18.13595494,17.8789561,17.72421119,17.62375378,17.50446857,17.33929754,17.19695969,17.01786366,16.82247541,16.65068093,16.52258702,16.48721215,16.45833526,16.44160617,16.4257918,16.39465423,16.33386465,16.25116509,16.14518297,16.01634155,
Fiji,FJI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,48.32456967,48.29551454,48.0922059,47.77156636,47.3809323,46.91896855,46.45133122,45.91531228,45.29883353,44.58430776,43.77614962,43.15347936,42.45658053,41.70441298,40.93099759,40.16450871,39.97807872,39.78950219,39.59956218,39.42163984,39.27140737,39.12654123,39.00415993,38.96939009,39.01493684,39.06487303,38.98939523,38.88966628,38.7567261,38.60065085,38.44076023,38.13864817,37.83985633,37.49839396,37.07205636,36.56691492,36.37290824,36.05513059,35.68699643,35.3451494,35.03167671,33.9772092,33.05902311,32.21023532,31.36698212,30.53429633,30.36092623,30.08096246,29.72079384,29.34174596,29.00043963,29.03993172,29.13062426,29.30610623,29.55947986,29.84767915,29.74521979,29.65129995,29.5126222,29.2936818,
France,FRA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.36127803,26.47304997,26.36983803,26.11276558,25.82753827,25.57830638,25.43445911,25.27060487,25.10808186,24.95584218,24.81518173,24.65514241,24.53719771,24.42686714,24.26528354,24.02116353,23.80583272,23.48064561,23.09148333,22.72222779,22.41989118,22.04559253,21.81021543,21.64931629,21.46335996,21.20920141,21.07412273,20.82093675,20.51541589,20.25573261,20.08119597,19.89134159,19.78500334,19.72853553,19.66258399,19.55934591,19.44007399,19.3159648,19.18086855,19.04174579,18.90702338,18.84061048,18.75160996,18.65407265,18.56582511,18.49375575,18.47966911,18.48048304,18.48869734,18.49084548,18.47784327,18.48782707,18.48689847,18.46826106,18.425253,18.35241229,18.24553057,18.10982669,17.95646444,17.80215787,
Faroe Islands,FRO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.435144,45.67403989,46.16716279,46.73011974,47.09518903,47.18440653,47.20807499,47.03322855,46.70822772,46.349655,45.99215201,46.25012081,46.51327093,46.78978641,47.10271395,47.48922823,47.34544212,47.26703187,47.25928967,47.29781471,47.33717263,47.00157777,46.73383582,46.45598978,46.08329828,45.60018683,45.41948695,45.08940975,44.68772082,44.35820832,44.14180538,44.05487496,44.07381471,44.0764086,43.92907668,43.57150164,43.05536323,42.49539086,41.83147272,41.09908054,40.35306605,40.15377007,39.87199851,39.54780591,39.2084408,38.85460148,38.07783925,37.4190954,36.82238297,36.23889294,35.68617543,35.10681489,34.46022238,33.81794838,33.25856709,32.79856743,32.33044504,31.97857508,31.70720881,31.45543206,
Gabon,GAB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.99567203,31.31263605,31.58832515,31.84106805,32.0946094,32.36569603,32.7808997,33.16506004,33.53400522,33.8932495,34.24558045,34.91432919,35.50916783,36.05487061,36.57486034,37.07840182,37.60814149,38.1087016,38.57099716,38.98090825,39.33539668,39.73460311,40.06492741,40.34150404,40.58625165,40.8088182,41.08026841,41.3051414,41.49024619,41.63910574,41.750396,41.89435561,41.99190288,42.0408088,42.0327168,41.96319448,41.87680544,41.7269906,41.5252709,41.28561564,41.01550034,40.6993465,40.36155754,40.01331866,39.67011254,39.34503567,38.85670894,38.41271243,38.02527428,37.69841573,37.43316463,37.1131432,36.82840653,36.60599944,36.44718123,36.33285858,36.5886189,36.82213923,37.0258697,37.1795456,
United Kingdom,GBR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.15563224,23.29397671,23.29971763,23.24036747,23.22693398,23.30184907,23.52024235,23.72029369,23.91007128,24.06721347,24.1663929,24.15826168,24.11534602,24.00850612,23.80602455,23.49885445,23.10329003,22.63692563,22.10997089,21.55925826,21.02228122,20.5481981,20.11894545,19.74324659,19.42086384,19.15302516,19.04950848,18.95685484,18.9003431,18.90336444,18.96604271,19.01996805,19.13021607,19.26974805,19.39087946,19.46288206,19.45066966,19.39360334,19.29683305,19.17407009,19.03238835,18.84514364,18.62652671,18.39430254,18.1716832,17.97772238,17.82776596,17.71852949,17.64067888,17.57076744,17.4954847,17.5508438,17.55251335,17.53398505,17.53190279,17.55584174,17.58969931,17.63500937,17.67808207,17.69570052,
Georgia,GEO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.6056696,29.27938026,29.94502667,30.54644422,31.02511062,31.34712424,31.498514,31.48731588,31.3338419,31.08340924,30.75983029,30.20942138,29.68580991,29.16651027,28.62342204,28.05144164,27.5433635,26.99627805,26.44212501,25.93788335,25.52203312,25.23303243,25.03114464,24.91133011,24.84886161,24.82614257,24.86871682,24.91278263,24.95462586,24.95982534,24.86021826,24.67539477,24.39565085,23.93260301,23.25884302,22.42330586,22.16944791,21.83861626,21.48049197,21.13858244,20.82164291,20.47331393,20.05684536,19.64293339,19.29234496,19.02558283,18.63847703,18.34138215,18.13781259,18.01145966,17.9549945,18.09492585,18.25589687,18.44947305,18.68795243,18.96635913,19.25054477,19.52912105,19.7952406,20.03142542,
Ghana,GHA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.12612675,44.31917726,44.33288824,44.26489935,44.24150957,44.30642758,44.78621686,45.28792841,45.77526175,46.18766516,46.49593412,46.7453465,46.89117041,46.94113565,46.90670035,46.79406438,46.96518784,47.04293762,47.03913341,46.98130938,46.89442477,46.58289897,46.2520242,45.91214996,45.5701188,45.23260365,45.0450317,44.84420442,44.63620315,44.4228166,44.20299572,44.07929394,43.90818034,43.70732422,43.49539183,43.27806119,43.148196,43.02541992,42.88590782,42.69837185,42.45238929,42.21986333,41.91119391,41.55689516,41.20108556,40.86716619,40.52881143,40.21384217,39.91168242,39.60422722,39.28646361,39.08394738,38.87042269,38.64864403,38.42224972,38.19171858,38.02270175,37.82003069,37.59606159,37.36487213,
Gibraltar,GIB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.40336424,40.70922126,41.05599196,41.37908312,41.56961773,41.58513088,41.76026425,41.74808103,41.60438868,41.41316163,41.22026041,41.39703736,41.52956252,41.62986875,41.70204542,41.75224793,42.12439261,42.45262944,42.74834679,43.02346369,43.28410417,43.59486654,43.84861225,44.06130755,44.24947084,44.42263534,44.63955244,44.79293182,44.89700436,44.9567935,44.97246108,45.29142506,45.53242552,45.70651192,45.82536143,45.89377031,46.1331668,46.3031098,46.40953615,46.45353675,46.43274322,46.64409194,46.77887705,46.84236761,46.84836881,46.81064914,46.74514165,46.64605414,46.51648788,46.35908848,46.1749385,45.99151555,45.77849989,45.54001963,45.28816386,45.03375061,44.64433869,44.24836621,43.85017334,43.44998914,
"Gambia, The",GMB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.460012,42.49889245,42.36629165,42.13460392,41.89075556,41.68840174,41.84890656,41.97558066,42.08566745,42.15695834,42.17695571,42.47232889,42.63584782,42.72611897,42.80010932,42.88129724,43.12223806,43.32101734,43.47767779,43.56030144,43.55853156,43.82697744,43.92350537,43.93165372,43.95282309,44.0399213,44.02039065,43.99854156,43.9880519,43.94207299,43.83121266,44.42641232,44.89228448,45.26611378,45.58732677,45.8655384,46.28478358,46.60373869,46.84026249,46.99659315,47.07206404,47.02663237,46.92817076,46.77897133,46.57590541,46.32091782,46.15999925,45.93937975,45.67778676,45.40501839,45.14531596,45.044036,44.9209008,44.7863536,44.64685021,44.50375385,44.45339895,44.37580204,44.26874506,44.12711813,
Guinea-Bissau,GNB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.10137372,40.21992386,40.41801098,40.61913888,40.70070363,40.62343219,40.72829191,40.64598939,40.45327086,40.25926948,40.1159533,40.22696015,40.34221451,40.46286853,40.57167067,40.65867787,41.20318631,41.73079689,42.27020419,42.86108895,43.52859301,44.01276886,44.5058952,44.97733698,45.37376832,45.66669304,46.07740762,46.30524764,46.40462143,46.44533912,46.4594606,46.50744545,46.52687803,46.4937039,46.36656395,46.13621294,46.14870102,46.0355317,45.84202133,45.62635764,45.41467958,45.17474448,44.92021622,44.64979097,44.36144263,44.06526734,43.88990557,43.69594125,43.49922872,43.31376131,43.14570021,43.08577987,43.00317948,42.90731713,42.7998797,42.67747792,42.59839613,42.48607195,42.33915221,42.15366371,
Equatorial Guinea,GNQ,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,37.54743805,37.845211,38.19898634,38.5406015,38.77310452,38.87441187,39.1025234,39.22101511,39.23276544,39.09736842,38.7368331,38.91201488,38.86135108,38.64489314,38.42556186,38.36864738,38.17681742,38.14607113,38.26634067,38.52012563,38.98787256,39.44903811,39.82749534,40.19422075,40.53542129,40.77638746,41.48738697,41.99555592,42.36089133,42.66735527,42.95351966,42.9524573,43.01332988,43.05816439,42.98348146,42.76241626,42.39928817,41.91924841,41.42136324,40.99094144,40.64908006,40.36896081,40.08207976,39.8529703,39.69152618,39.57547012,39.32881748,39.07363753,38.86366805,38.68482552,38.50243578,38.35839786,38.13958811,37.92345503,37.7278515,37.52781182,37.44819697,37.28504392,37.11659887,36.95679749,
Greece,GRC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.35154066,27.44063782,27.25747032,26.91682938,26.62943553,26.49915346,26.20601769,26.1243218,26.16432616,26.17135568,26.07055451,25.99979373,25.76560935,25.43399189,25.12458455,24.89848942,24.56681234,24.34676776,24.17460597,23.95447504,23.64645816,23.48437593,23.20647834,22.85700899,22.49486259,22.13582782,21.73121458,21.27737701,20.76990288,20.21708351,19.64510631,19.05564334,18.52720994,18.02342266,17.49657044,16.93413514,16.59329398,16.18085838,15.74875974,15.37097725,15.08060202,14.91391093,14.81690045,14.77605081,14.75451874,14.72849695,14.7761494,14.856644,14.94990765,15.02378078,15.05495637,15.05045812,14.96021983,14.81715935,14.67563853,14.55984427,14.35527501,14.20480725,14.07124487,13.89659859,
Grenada,GRD,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,49.07374461,49.44758943,49.57506163,49.56162419,49.57024319,49.63967201,49.63026945,49.61692275,49.57704341,49.46056076,49.24265679,47.44271447,45.97107988,44.78109086,43.68554903,42.55194932,42.00819896,41.24929345,40.45409142,39.97065463,39.97776081,39.19454347,38.75561092,38.56320103,38.38459742,38.07355972,38.27788923,38.40862464,38.47533632,38.60653708,38.89505974,38.72900684,38.62707765,38.53710679,38.36963524,38.06038609,37.27487847,36.47838373,35.5926721,34.55756014,33.39492186,32.24147449,31.04097111,29.90433152,28.93231238,28.11744585,27.27359363,26.48825934,25.68654225,24.82961366,23.96807019,23.81643507,23.55788024,23.31884996,23.20894015,23.24108797,23.23305611,23.36435954,23.56128986,23.71722186,
Greenland,GRL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.93142262,46.15216795,46.38385986,46.57217588,46.63666304,46.55269424,46.56759927,46.44721195,46.23411147,45.99336714,45.76197412,45.75983309,45.73645303,45.70168383,45.66290943,45.62368816,45.77505745,45.92013381,46.04802834,46.14981822,46.22329857,46.37221676,46.47895659,46.53828647,46.54549225,46.49844783,46.46759108,46.36511084,46.2075357,46.02859632,45.85093633,45.65582336,45.51455913,45.38356758,45.21201062,44.9839261,44.81130915,44.55301308,44.24848931,43.96392161,43.72988057,43.42441467,43.17558053,42.93782206,42.64224413,42.25671326,41.80304711,41.24280391,40.61335267,39.97678724,39.36600713,38.67932284,38.05945358,37.47203737,36.86805245,36.23167958,35.65988602,35.05089279,34.43539539,33.85933214,
Guam,GUM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.02577088,39.98854154,39.73478536,39.50705608,39.38755116,39.31979153,39.20529456,38.99928575,38.91444457,38.94807411,38.99042646,38.35009215,37.71221757,37.22614683,36.90534817,36.68266347,36.18912827,35.66892703,35.17314062,34.74038726,34.38199226,33.79443114,33.2883404,32.85578356,32.47251253,32.11748962,31.63160896,31.14854945,30.68025956,30.23948809,29.86772122,30.04162985,30.2724373,30.5346951,30.77267825,30.92243115,31.04214508,31.04528852,30.93113208,30.7340552,30.4862582,30.3565834,30.20117575,30.01832396,29.79298044,29.50657189,29.18095406,28.79059724,28.3589879,27.92006331,27.50056446,27.05458007,26.65004125,26.27441446,25.90425796,25.53428111,25.19959988,24.83306043,24.46370832,24.13415903,
Guyana,GUY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,46.55476646,47.01038906,47.36419341,47.60791872,47.73228606,47.72914148,47.67102921,47.58008555,47.44719054,47.27407312,47.07802433,46.43105352,45.81867392,45.27315472,44.82094526,44.46028041,44.05364799,43.71871819,43.36373965,42.92332149,42.38540389,41.70726029,41.08885037,40.52927795,39.97102754,39.350367,38.71993574,37.9779206,37.20763243,36.56578391,36.15010716,35.8952764,35.84174234,35.9369033,36.04525521,36.08239162,35.85223352,35.58491761,35.40007801,35.42166328,35.65550444,35.76017906,35.99247572,36.24284198,36.36644018,36.28952387,35.56983853,34.74789477,33.85729034,32.99158239,32.2166269,31.52542193,30.8950634,30.32971809,29.81228222,29.33237082,28.96140364,28.57529843,28.2145452,27.92993053,
High income,HIC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,29.00417077,28.99912671,28.88003033,28.68240358,28.4642664,28.25273968,28.06911414,27.86897112,27.66396546,27.4376227,27.1981468,26.90626206,26.61061,26.3078292,25.97934713,25.62224283,25.30850736,24.94678384,24.55597567,24.16845045,23.80308129,23.45339863,23.1443482,22.86238341,22.58298233,22.29477498,22.06897272,21.82154776,21.56609861,21.32379175,21.10595021,20.93223687,20.75656807,20.61350728,20.45564325,20.28733734,20.11481631,19.91185304,19.69169302,19.47561654,19.27118867,19.02831229,18.80583769,18.59403744,18.38164866,18.16602649,17.99765597,17.82730683,17.66079099,17.50273313,17.3509032,17.24774284,17.11642847,16.97815684,16.85152968,16.742434,16.64333796,16.57014503,16.50812531,16.43628745,
"Hong Kong SAR, China",HKG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.63347614,40.92378502,40.85853972,40.56853507,40.19220205,39.75181846,39.55917543,39.06909831,38.35215819,37.50771865,36.59505877,35.50724027,34.53532877,33.58361026,32.50797887,31.26595556,30.18320815,28.8558942,27.4587158,26.21699795,25.2214227,24.59006369,24.16410309,23.89782904,23.67360051,23.41493945,22.86454114,22.29481738,21.73523511,21.21286024,20.72155809,20.25159495,19.84785683,19.46632899,19.05768318,18.61153438,18.338896,17.94643139,17.53623816,17.17929998,16.8626833,16.28973954,15.77417923,15.29187201,14.81732108,14.34808158,13.7383712,13.20902074,12.73726315,12.30815976,11.928747,11.64563647,11.35059249,11.11998429,11.04840168,11.16755423,11.19764336,11.47522652,11.90089708,12.32670813,
Honduras,HND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,46.29648706,46.6644152,46.98473359,47.24333966,47.41373866,47.49164008,47.66860899,47.75610668,47.77479208,47.74782153,47.68744934,47.75662113,47.74188243,47.68064146,47.61314824,47.55657094,47.55044761,47.55992335,47.56329713,47.5244585,47.42845771,47.40512518,47.30225743,47.14896467,46.98066842,46.81094684,46.65840111,46.49433074,46.31543477,46.1108081,45.87497475,45.60911044,45.32524208,45.02557461,44.71960512,44.41579579,44.11101706,43.81496664,43.51524643,43.18924159,42.82293933,42.48983103,42.06910834,41.59172984,41.09598126,40.59501393,40.02373237,39.47151047,38.90622112,38.28169714,37.5810553,36.86792,36.08986828,35.27528093,34.47556604,33.72223556,33.00043847,32.34509275,31.74088153,31.15942483,
Heavily indebted poor countries (HIPC),HPC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.17464285,43.41728724,43.59434207,43.72036886,43.80377319,43.85027433,44.09890472,44.2658955,44.37166003,44.43538592,44.46756226,44.6734285,44.8159902,44.90825253,44.96013849,44.97843551,45.13573917,45.24545589,45.31958448,45.36450978,45.38114129,45.5680213,45.68974535,45.75871794,45.7884749,45.78964688,45.91256989,45.97395728,45.98815438,45.96587015,45.91426551,45.93353291,45.90376621,45.83503261,45.73193878,45.59402436,45.6336735,45.62506294,45.58041728,45.51308615,45.43156065,45.43141921,45.39596944,45.33463869,45.25329306,45.15263769,45.12387392,45.06137093,44.96742182,44.84416875,44.69438183,44.54828491,44.36378114,44.14789541,43.90773369,43.64815401,43.40595144,43.14118598,42.85605987,42.55160297,
Croatia,HRV,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.50993111,27.34084499,27.05422493,26.66112963,26.21326703,25.74159901,25.30327644,24.79167139,24.24472942,23.72043246,23.25783454,22.84276321,22.54152907,22.31849449,22.10881737,21.88091761,21.74136396,21.53721651,21.31555846,21.1456517,21.05488536,20.94146841,20.91572913,20.9301454,20.90832911,20.81190946,20.72378169,20.55331998,20.32085505,20.0621341,19.78923761,19.52738265,19.26117854,18.98488102,18.70673792,18.44275842,18.11434509,17.88767146,17.72236157,17.5475161,17.32192883,17.12343824,16.75658964,16.31563298,15.94846759,15.73085601,15.44709327,15.39638724,15.47620798,15.51875214,15.44261829,15.42313311,15.23225287,14.94400456,14.69132269,14.54097145,14.43149055,14.43802645,14.51194001,14.56222109,
Haiti,HTI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.27622765,40.54476674,40.88522689,41.23655514,41.49381576,41.60717321,41.80822506,41.85037725,41.77532417,41.64250842,41.47894778,41.40472238,41.28013128,41.12385067,40.9588885,40.80654783,40.73774875,40.71656525,40.73394265,40.78408938,40.87065911,41.14755586,41.43551508,41.73253055,42.01994386,42.27406646,42.64119035,42.87997844,43.03203668,43.14383448,43.22672461,43.1725403,43.14102083,43.07387696,42.89624746,42.58398505,42.25351273,41.8038668,41.27792158,40.74613264,40.24661009,39.80545996,39.37904879,38.9697244,38.56840171,38.16920144,37.78208915,37.40157265,37.02509076,36.64813372,36.26740596,35.89796165,35.52422073,35.14570929,34.76256395,34.37463945,34.00256643,33.6244485,33.24224426,32.8585874,
Hungary,HUN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.3279824,24.91665404,24.57859151,24.25488523,23.86382981,23.38733538,22.82098547,22.29941464,21.79901856,21.3046237,20.82258476,20.66452276,20.40046476,20.13880313,20.03222717,20.14699652,20.30956657,20.73607055,21.29834664,21.7676267,22.01234931,22.31656111,22.28368882,22.03438569,21.79162463,21.67080261,21.21076411,21.03821568,20.98890196,20.81370257,20.41413735,20.18264123,19.6820831,19.04583869,18.48451054,18.08673667,17.7361852,17.46651301,17.25881994,17.0544351,16.82869548,16.48901172,16.2281703,16.00461753,15.7726151,15.51678342,15.46158166,15.33515713,15.15976944,14.99044273,14.85989744,14.71850343,14.60515727,14.52468155,14.4735064,14.44862063,14.37102012,14.37226556,14.41199221,14.43321973,
IBRD only,IBD,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,39.35488752,39.56952613,39.8901235,40.21247249,40.40359469,40.42222971,40.50593129,40.39414876,40.16389956,39.92264641,39.71787331,39.61001416,39.47857276,39.32337636,39.1164503,38.83884268,38.54612445,38.18956156,37.78015402,37.33951042,36.88693536,36.42765869,35.99307113,35.57355906,35.16256531,34.76612469,34.50533372,34.24803144,33.99532467,33.73187846,33.4388676,33.26072125,32.95806198,32.58267256,32.20563894,31.85674506,31.34614217,30.95029743,30.58873395,30.15307979,29.6066157,29.13957425,28.55430043,27.91052551,27.3112044,26.80787084,26.37064855,26.013504,25.7215263,25.45595087,25.19708311,24.97306843,24.75419266,24.5412296,24.33758311,24.14155463,23.95285622,23.76632137,23.57935144,23.38507721,
